Málverkafölsunarmálið	nheng
Þar	aa
af	aa
leiðandi	slg
er	sfg3en
það	fphen
ekki	aa
á	af
ábyrgð	nveo
þess	fakee
sem	ct
að	c
þeir	fpkfn
tala	sfg3fn
við	aa
hvernig	aa
blaðamaðurinn	nkeng
kýs	sfg3en
að	aa
,	pk
að	cn
fjalla	sng
um	aa
,	pk
um	aa
,	pk
um	af
umræðuefnið	nheog
og	c
blaðamaðurinn	nkeng
stjórnar	sfg3en
því	fpheþ
líka	aa
með	af
hvaða	fskeþ
hætti	nkeþ
hann	fpken
setur	sfg3en
það	faheo
sem	ct
hann	fpken
hefur	sfg3en
eftir	af
mönnum	nkfþ
í	af
sambandi	nheþ
við	af
umfjöllunarefni	nheo
sitt	feheo
.	pl
»	pg

Blaðamenn	nkfn
og	c
fréttamenn	nkfn
berir	x
því	aa
einir	lkfnsf
ábyrgð	nveo
á	af
framsetningunni	nveþg
.	pl

Eins	aa
og	c
fyrr	aam
sagði	sfg3eþ
var	sfg3eþ
þinghald	nhen
í	af
sjálfu	fbheþ
Baugsmálinu	nheþgs
í	af
morgun	nkeo
en	c
þar	aa
voru	sfg3fþ
teknir	sþgkfn
fyrir	aa
18	ta
ákæruliðir	nkfn
sérstaks	lkeesf
ríkissaksóknara	nkee
gegn	af
Jóni	nkeþ-s
Ásgeir	nkeþ-s
Jóhannessyni	nkeþ-s
,	pk
forstjóra	nkeþ
Baugs	nkee-s
,	pk
Tryggva	nkeþ-s
Jónssyni	nkeþ-s
og	c
Jóni	nkeþ-s
Geraldi	nkeþ-s
Sullenberger	nkeþ-s
.	pl

Verjendur	nkfn
lögðu	sfg3fþ
fram	aa
vitnalista	nkeo
en	c
á	af
honum	fpkeþ
er	x
um	aa
100	ta
nöfn	nhfn
,	pk
meðal	af
annars	fohee
verða	sfg3fn
Kjartan	nken-s
Gunnarsson	nken-s
,	pk
framkvæmdastjóri	nken
Sjálfstæðisflokksins	nkeegs
og	c
Styrmir	nken-s
Gunnarsson	nken-s
,	pk
ritstjóri	nken
Morgunblaðsins	nheegs
,	pk
kallaðir	sþgkfn
fyrir	af
dóm	nkeo
.	pl

Búist	sþmhen
er	sfg3en
við	af
því	fpheþ
að	c
vitnaleiðslur	nvfn
taki	svg3fn
um	aa
4	ta
vikur	nvfo
en	c
þær	fpvfn
hefjast	sfm3fn
12.	ta
febrúar	nkeo
.	pl

Skjölin	nhfng
til	aa
í	af
hlerunarmálinu	nheþg
?	pl

Jón	nken-s
Baldvin	nken-s
Hannibalsson	nken-s
segir	sfg3en
að	c
afrit	nhfn
af	af
leyniskjölum	nhfþ
íslensku	lveevf
öryggisþjónustunnar	nveeg
séu	svg3fn
til	aa
á	af
skjalasafni	nheþ
í	af
Bandaríkjunum	nhfþgs
,	pk
en	c
frumritin	nhfng
voru	sfg3fþ
brennd	sþghfn
.	pl

Einar	nken-s
K.	ks
Guðfinnsson	nken-s
,	pk
segir	sfg3en
að	c
tilefni	nhen
til	af
hleranna	nvfeg
hafi	svg3en
verið	sþghen
heilmikið	lhensf
á	af
tímum	nkfþ
kalda	lheevf
stríðsins	nheeg
og	c
svo	aa
geti	svg3en
orðið	sþghen
í	af
framtíðinni	nveþg
.	pl

Rökstuðningur	nken
fyrir	af
hlerunum	nvfþ
verði	svg3en
þó	aa
að	cn
vera	sng
fyrir	af
hendi	nveþ
.	pl

Þetta	fahen
kom	sfg3eþ
fram	aa
á	af
fundi	nkeþ
stjórnmálafræðiskorar	nvee
í	af
dag	nkeo
.	pl

Þar	aa
var	sfg3eþ
rætt	sþghen
um	af
þá	faveo
öryggisþjónustu	nveo
lögreglunnar	nveeg
sem	ct
hér	aa
starfrækt	sþgven
á	af
tímum	nkfþ
kalda	lheevf
stríðsins	nheeg
og	c
greint	sþghen
er	sfg3en
frá	af
er	sfg3en
nýútkominni	lveþsf
bók	nveþ
sagnfræðingsins	nkeeg
Guðna	nkee-s
Th.	ks
Jóhannessonar	nkee-s
.	pl

Þjónustunni	nveþg
var	sfg3eþ
heimilað	sþghen
að	cn
hlera	sng
síma	nkeo
þingmanna	nkfe
,	pk
ritstjórna	nvfe
dagblaða	nhfe
,	pk
verkalýðsforkálfa	nkfe
og	c
ýmissa	fokfe
vinstri	lkfevf
manna	nkfe
sem	ct
töldust	sfm3fþ
ógna	sng
öryggi	nheþ
ríkisins	nheeg
á	af
þeim	fakeþ
tíma	nkeþ
.	pl

Jón	nken-s
Baldvin	nken-s
Hannibalsson	nken-s
,	pk
fyrrverandi	lkenof
ráðherra	nken
:	pa
«	pg
Hver	x
eru	sfg3fn
þessar	favfn
skýrslur	nvfn
,	pk
þær	fpvfn
voru	sfg3fþ
brenndar	sþgvfn
,	pk
brenndar	sþgvfn
,	pk
spjaldskráin	nveng
brennd	sþgven
skýrslurnar	nvfng
brenndar	sþgvfn
segja	sfg3fn
þeir	fpkfn
.	pl

En	c
ég	fp1en
veit	sfg1en
að	c
þær	fpvfn
voru	sfg3fþ
ekki	aa
allar	fovfn
brendar	lvfnsf
.	pl

Það	fphen
voru	sfg3fþ
nefnilega	aa
tekin	sþghfn
af	aa
afrit	nhfn
eða	c
kannski	aa
að	c
frumritið	nheng
hafi	svg3en
verið	sþghen
,	pk
hafi	svg3en
verið	sþghen
snyrtilega	aa
afhend	x
CIA	n----s
mönnum	nkfþ
í	af
bandaríska	lheþvf
sendiráðinu	nheþg
,	pk
þetta	fahen
er	sfg3en
allt	fohen
saman	aa
til	aa
,	pk
þetta	fahen
er	sfg3en
í	af
Maryland	n----s
,	pk
því	fpheþ
Bandaríkjamenn	nkfn-s
brenna	sfg3fn
ekki	aa
í	af
öskutunnum	nvfþ
hérna	aa
,	pk
gögn	nhfo
,	pk
söguleg	lhfosf
gögn	nhfo
.	pl
»	pg

Og	c
Jón	nken-s
vill	sfg3en
að	c
Alþingi	nhen-s
setji	svg3en
lög	nhfo
sem	ct
gefi	svg3fn
þeim	fakfþ
sem	ct
stóðu	sfg3fþ
að	af
hlerununum	nvfþg
fyrirfram	aa
upp	aa
sakir	nvfo
.	pl

Jón	nken-s
Baldvin	nken-s
Hannibalsson	nken-s
:	pa
«	pg
Leysi	svg3fn
þá	fpkfo
undan	af
þagnaskyldu	nveþ
og	c
trúnaðareiðum	nkfþ
og	c
geri	svg3fn
þeim	fpkfþ
kleyft	lheosf
að	cn
koma	sng
fram	aa
í	af
dagsljósið	nheog
og	c
segja	sng
sannleikan	x
án	af
þess	fphee
að	c
þeir	fpkfn
þurfi	svg3fn
að	cn
gjalda	sng
þess	fphee
.	pl

Það	fphen
er	sfg3en
óskiljanlegt	lhensf
,	pk
með	af
öllu	foheþ
óskiljanlegt	lhensf
og	c
fyrir	af
því	fpheþ
er	x
engin	fohfn
rök	nhfn
þegar	c
að	c
forystumenn	nkfn
stjórnvalda	nhfe
núna	aa
vísa	sng
þessari	faveþ
sanngjörnu	lveþvf
og	c
eðlilegu	lveþvf
ósk	nveþ
á	af
bug	nkeo
með	af
því	fpheþ
málið	nheng
sé	svg3en
í	af
farvegi	nkeþ
.	pl

Málið	nheng
er	sfg3en
ekki	aa
í	af
neinum	fokeþ
farvegi	nkeþ
.	pl
»	pg

Einar	nken-s
K.	ks
Guðfinnsson	nken-s
sem	ct
hélt	sfg3eþ
erindi	nheo
á	af
fundinum	nkeþg
segir	sfg3en
að	c
hleranirnar	nvfng
hafi	svg3fn
tengst	sþmhen
mestu	lhfþve
pólitísku	lhfþvf
átökum	nhfþ
sem	ct
hér	aa
hafa	sfg3fn
átt	sþghen
sér	fphfþ
stað	nkeo
.	pl

Setið	sþghen
hafi	svg3en
verið	sþghen
um	af
Alþingishúsið	nheogs
og	c
ráðist	sþmhen
að	af
því	fpheþ
.	pl

Einar	nken-s
K.	ks
Guðfinnsson	nken-s
,	pk
sjávarútvegsráðherra	nken
:	pa
«	pg
Það	fphen
var	sfg3eþ
ógnað	sþghen
öryggi	nheþ
einstakra	lkfesf
stjórnmálamanna	nkfe
og	c
auðvitað	aa
hlaut	sfg3eþ
ríkið	nheng
að	cn
bregðast	snm
einhvern	fokeo
vegin	x
við	aa
.	pl

Ég	fp1en
er	sfg1en
hins	fakee
vegar	nkee
að	cn
segja	sng
það	fpheo
að	c
það	fphen
sé	svg3en
algjörlega	aa
rangt	lhensf
sem	ct
haldið	sþghen
hefur	sfg3en
verið	sþghen
fram	aa
að	c
hér	aa
hafi	svg3en
staðið	sþghen
,	pk
hafi	svg3en
verið	sþghen
staðið	sþghen
fyrir	af
stórkostlegum	lvfþsf
pólitískum	lvfþsf
njósnum	nvfþ
,	pk
það	fphen
er	sfg3en
einfaldlega	aa
rangt	lhensf
,	pk
sagan	nveng
sem	ct
að	c
Guðni	nken-s
Jóhannesson	nken-s
segir	sfg3en
okkur	fp1fþ
sannar	sfg3en
það	fpheo
.	pl
»	pg

Hann	fpken
segir	sfg3en
menn	nkfo
hafa	sng
afvegaleitt	sþghen
umræðuna	nveog
að	af
undanförnu	lheþsf
.	pl

Einar	nken-s
K.	ks
Guðfinnsson	nken-s
:	pa
«	pg
Hugtakið	nheng
leyniþjónusta	nven
í	af
þessum	fahfþ
efnum	nhfþ
er	sfg3en
fullkomið	lhensf
uppnefni	nhen
.	pl

Ljúga	sng
því	fpheþ
upp	aa
að	c
Sjálfstæðisflokkurinn	nkengs
hafi	svg3en
staðið	sþghen
fyrir	af
einhverri	foveþ
leyniþjónustu	nveþ
þegar	c
það	fphen
liggur	sfg3en
fyrir	aa
að	c
svo	aa
var	sfg3eþ
ekki	aa
og	c
þetta	fahen
er	sfg3en
auðvitað	aa
ákveðið	lhensf
áhyggjuefni	nhen
að	c
einhverjir	fokfn
telji	svg3fn
það	fpheo
sér	fpkfþ
í	af
hag	nkeo
að	cn
reyna	sng
komast	snm
hjá	af
því	fpheþ
að	cn
tala	sng
um	af
kjarna	nkeo
málsins	nheeg
.	pl
»	pg

Aðgerðaáætlun	nven
gegn	af
kynbundnu	lheþsf
ofbeldi	nheþ

Magnús	nken-s
Stefánsson	nken-s
,	pk
félagsmálaráðherra	nken
,	pk
kynnti	sfg3eþ
í	af
dag	nkeo
5	ta
ára	nhfe
aðgerðaáætlun	nveo
stjórnvalda	nhfe
gegn	af
kynbundnu	lheþsf
ofbeldi	nheþ
.	pl

Þá	aa
hefur	sfg3en
ráðherrann	nkeng
ákveðið	sþghen
að	cn
endurskipa	sng
samráðsnefnd	nveo
sem	ct
á	sfg3en
að	cn
fylgja	sng
áætluninni	nveþg
eftir	aa
og	c
halda	sng
stjórnvöldum	nhfþ
við	af
efnið	nheog
.	pl

Meginmarkmið	nhen
aðgerðaáætlunarinnar	nveeg
er	sfg3en
vinna	nven
gegn	af
ofbeldi	nheþ
á	af
heimilum	nhfþ
og	c
kynferðislegu	lheþsf
ofbeldi	nheþ
gegn	af
konum	nvfþ
og	c
börnum	nhfþ
.	pl

Um	af
er	sfg3en
að	cn
ræða	sng
efnismikla	lveosf
áætlun	nveo
sem	ct
felur	sfg3en
í	af
sér	fpveþ
37	ta
aðgerðir	nvfo
af	af
ýmsum	fokeþ
toga	nkeþ
,	pk
meðal	af
annars	fohee
er	sfg3en
stefnt	sþghen
að	af
því	fpheþ
að	cn
auka	sng
þekkingu	nveo
starfsfólks	nhee
sem	ct
starfar	sfg3en
með	af
börnum	nhfþ
og	c
unglingum	nkfþ
og	c
að	c
gerendur	nkfn
sem	ct
beitt	sþghen
hafa	sfg3fn
börn	nhfo
ofbeldi	nheþ
eigi	svg3fn
kost	nkeo
á	af
meðferð	nveþ
.	pl

Einstökum	lhfþsf
ráðuneytum	nhfþ
er	sfg3en
falið	sþghen
að	cn
sjá	sng
um	af
framkvæmd	nveo
sérhverrar	fovee
aðgerðar	nvee
innan	af
tiltekins	lkeesf
tíma	nkee
.	pl

Sænsk-íslensk	lvensf
menningarmiðstöð	nven
reist	sþgven
á	af
Húsavík	nveþ-s

Sænsk-íslensk	lvensf
menningarmiðstöð	nven
,	pk
Garðarshólmi	nken-s
,	pk
verður	sfg3en
reist	sþgven
á	af
Húsavík	nveþ-s
.	pl

Þjóðhöfðingjar	nkfn
beggja	fohfe
landanna	nhfeg
hafa	sfg3fn
ákveðið	sþghen
að	cn
verða	sng
verndarar	nkfn
miðstöðvarinnar	nveeg
.	pl

Mjög	aa
sjaldgæft	lhensf
er	sfg3en
að	c
konungur	nken
Svíþjóðar	nvee-s
leggi	svg3en
nafn	nheo
sitt	feheo
við	af
verkefni	nheo
utan	af
heimalands	nhee
síns	fehee
.	pl

Sænskur	lkensf
landkönnuður	nken
,	pk
Garðar	nken-s
Svavarsson	nken-s
,	pk
sigldi	sfg3eþ
skipi	nheþ
sínu	feheþ
umhverfis	af
Ísland	nheo-s
árið	nheog
870	ta
ásamt	af
Náttfara	nkeþ-s
.	pl

Þeir	fpkfn
tóku	sfg3fþ
land	nheo
við	af
flóa	nkeo
á	af
Norðausturlandi	nheþ-s
sem	ct
Garðar	nken-s
nefndi	sfg3eþ
Skjálfanda	nkeo-s
og	c
byggði	sfg3eþ
hús	nheo
á	af
stað	nkeþ
sem	ct
hann	fpken
nefndi	sfg3eþ
Húsavík	nveo-s
.	pl

Hugmyndin	nveng
er	sfg3en
að	c
menningarmiðstöðin	nveng
,	pk
Garðarshólmi	nken-s
,	pk
hýsi	svg3en
sýningar	nvfo
þar	aa
sem	c
sögunni	nveþg
verði	svg3en
gert	sþghen
hátt	aa
undir	af
höfði	nheþ
.	pl

Hér	aa
sjáum	sfg1fn
við	fp1fn
inní	af
hugsanlegt	lheosf
hús	nheo
.	pl

Sérstök	lvensf
áhersla	nven
verður	sfg3en
lögð	sþgven
á	af
samspil	nheo
vistfræði	nvee
og	c
menningar	nvee
.	pl

Í	af
húsinu	nheþg
verður	sfg3en
gert	sþghen
ráð	nhen
fyrir	af
rými	nheþ
fyrir	af
vísinda-	kt
og	c
fræðimenn	nkfo
og	c
að	c
í	af
því	fpheþ
verði	svg3en
upplýsingamiðstöð	nven
fyrir	af
ferðafólk	nheo
.	pl

Á	af
kynningarfundi	nkeþ
á	af
Húsavík	nveþ-s
í	af
dag	nkeo
var	sfg3eþ
forseti	nken
Íslands	nhee-s
meðal	af
gesta	nkfe
og	c
hann	fpken
segir	sfg3en
að	c
Garðarshólmi	nken-s
geti	svg3en
orðið	sþghen
menningarmiðstöð	nven
á	af
heimsvísu	nveo
.	pl

Ólafur	nken-s
Ragnar	nken-s
Grímsson	nken-s
,	pk
forseti	nken
Íslands	nhee-s
:	pa
«	pg
Vegna	af
þess	fphee
að	c
héraðið	nheng
hér	aa
er	sfg3en
einstakur	lkensf
sýningasalur	nken
,	pk
um	af
það	fpheo
hvernig	aa
þúsund	tfhfe
ára	nhfe
mannvist	nven
fer	sfg3en
með	af
náttúruna	nveog
og	c
það	fphen
er	sfg3en
hin	gven
stóra	lvenvf
spurning	nven
sem	ct
allir	fokfn
eru	sfg3fn
að	cn
ræða	sng
vítt	aa
og	c
breitt	aa
um	af
veröldina	nveog
,	pk
hvernig	aa
getum	sfg1fn
við	fp1fn
náð	sþghen
árangri	nkeþ
í	af
efnahagslegri	lveþsf
þróun	nveþ
án	af
þess	fphee
að	cn
fórna	sng
,	pk
fórna	sng
náttúrunni	nveþg
og	c
þess	fphee
vegna	af
ákvað	sfg1eþ
að	x
ég	fp1en
að	cn
leggja	sng
þessu	faheþ
verkefni	nheþ
lið	nheo
vegna	af
þess	fphee
að	c
mér	fp1eþ
finnst	sfm3en
þetta	fahen
vera	sng
stórmerkilegt	lhensf
framtak	nhen
.	pl
»	pg

Og	c
það	fphen
er	sfg3en
ekki	aa
bara	aa
íslenski	lkenvf
þjóðhöfðinginn	nkeng
sem	ct
leggur	sfg3en
þessu	faheþ
verkefni	nheþ
lið	nheo
.	pl

Það	fpheo
hefur	sfg3en
sömuleiðis	aa
gert	sþghen
konungur	nken
Svíþjóðar	nvee-s
,	pk
Karl	nken-s
Gústaf	nken-s
16	ta
.	pl

Ólafur	nken-s
Ragnar	nken-s
Grímsson	nken-s
:	pa
«	pg
Mér	fp1eþ
er	sfg3en
tjáð	sþghen
að	c
konungur	nken
Svíþjóðar	nvee-s
hafi	svg3en
nánast	aae
aldrei	aa
verið	sþghen
verndari	nken
verkefnis	nhee
utan	af
Svíþjóðar	nvee-s
.	pl
»	pg

Sænsk-íslenska	lvenvf
menningarmiðstöðin	nveng
mun	sfg3en
rísa	sng
hér	aa
við	af
höfnina	nveog
á	af
Húsavík	nveþ-s
og	c
mun	sfg3en
byggingin	nveng
án	af
efa	nkee
setja	sng
sterkan	lkeosf
svip	nkeo
á	af
svæðið	nheog
.	pl

Gert	sþghen
er	sfg3en
ráð	nhen
fyrir	af
að	c
stofnkostnaður	nken
verði	svg3en
um	aa
150	ta
milljónir	nvfn
króna	nvfe
.	pl

Unglingastigið	nheng
á	af
Flateyri	nveþ-s
fært	sþghen
til	af
Ísafjarðar	nkee-s
?	pl

Íbúasamtök	nhfn
Önundarfjarðar	nkee-s
og	c
Foreldrafélag	nhen-s
Grunnskólans	nkeegs
á	af
Flateyri	nveþ-s
leggjast	sfm3fn
gegn	af
því	fpheþ
að	c
kennsla	nven
unglinga	nkfe
verði	svg3en
færð	sþgven
til	af
Ísafjarðar	nkee-s
.	pl

Fyrirséð	lhensf
er	sfg3en
að	c
næsta	lheove
skólaár	nheo
verði	svg3fn
einungis	aa
7	ta
nemendur	nkfn
á	af
unglingastigi	nheþ
á	af
Flateyri	nveþ-s
.	pl

Enn	aa
og	c
aftur	aa
hefur	sfg3en
komið	sþghen
til	af
tals	nhee
hjá	af
skólayfirvöldum	nhfþ
Ísafjarðarbæjar	nkee-s
að	cn
leggja	sng
niður	aa
unglingastig	nheo
á	af
Flateyri	nveþ-s
og	c
Suðureyri	nveþ-s
og	c
færa	sng
það	fpheo
yfir	aa
til	af
Ísafjarðar	nkee-s
.	pl

Kom	sfg3eþ
hugmyndin	nveng
upp	aa
í	af
tengslum	nhfþ
við	af
fjárhagsáætlun	nveo
en	c
um	aa
10	ta
milljónir	nvfn
króna	nvfe
gætu	svg3fþ
sparast	sþmhen
með	af
þessum	fakeþ
gjörningi	nkeþ
.	pl

En	c
engin	foven
ákvörðun	nven
hefur	sfg3en
þó	aa
verið	sþghen
tekin	sþgven
.	pl

Um	aa
60	ta
manns	nkee
eða	c
um	aa
20%	tp
íbúa	nkfe
á	af
Flateyri	nveþ-s
voru	sfg3fþ
á	af
fundi	nkeþ
sem	ct
efnt	sþghen
var	sfg3eþ
til	aa
þar	aa
sem	c
því	fpheþ
var	sfg3eþ
harðlega	aa
mótmælt	sþghen
að	c
hróflað	sþghen
yrði	svg3eþ
við	af
starfsemi	nveþ
skólans	nkeeg
.	pl

Guðmundur	nken-s
Björgvinsson	nken-s
,	pk
formaður	nken
íbúasamtaka	nhfe
Önundarfjarðar	nkee-s
:	pa
«	pg
Við	fp1fn
viljum	sfg1fn
byggja	sng
hér	aa
blómlegt	lheosf
mannlíf	nheo
í	af
þorpunum	nhfþg
og	c
hafa	sng
skólastigið	nheog
hjá	af
okkur	fp1fþ
,	pk
hafa	sng
börnin	nhfog
hjá	af
okkur	fp1fþ
eins	aa
lengi	aa
og	c
okkur	fp1fþ
er	sfg3en
boðlegt	lhensf
að	cn
gera	sng
það	fpheo
.	pl
»	pg

Nemendur	nkfn
á	af
unglingastigi	nheþ
eru	sfg3fn
nú	aa
10	ta
og	c
engin	x
í	af
9.	ta
bekk	nkeþ
og	c
samkennsla	nven
við	af
lýði	nkfo
.	pl

Guðmundur	nken-s
Björgvinsson	nken-s
:	pa
«	pg
Það	fphen
er	sfg3en
að	af
vissu	lheþsf
leyti	nheþ
kannski	aa
forréttindi	nhfn
barnanna	nhfeg
hér	aa
að	aa
,	pk
að	cn
búa	sng
við	af
það	fpheo
að	c
þau	fphfn
eru	sfg3fn
tiltölulega	aa
fá	lhfnsf
og	c
þau	fphfn
fá	sfg3fn
þar	aa
af	aa
leiðandi	slg
meiri	lveovm
athygli	nveo
og	c
meiri	lveovm
sinningu	nveo
.	pl
»	pg

Guðrún	nven-s
S.	ks
Sigurðardóttir	nven-s
:	pa
«	pg
Já	au
þú	fp2en
lítur	sfg2en
á	af
það	faheo
sem	ct
forréttindi	nhfo
að	c
þau	fphfn
séu	svg3fn
fá	lhfnsf
ekki	aa
félagsleg	lvensf
einangrun	nven
í	af
gangi	nkeþ
?	pl
»	pg

Guðmundur	nken-s
Björgvinsson	nken-s
:	pa
«	pg
Nei	au
fjarri	af
því	fpheþ
.	pl

Ef	c
að	c
við	fp1fn
sjáum	sfg1fn
kannski	aa
stöðuna	nveog
svo	aa
að	c
það	fphen
séu	svg3fn
ekki	aa
til	aa
börn	nhfn
til	af
þess	fphee
að	cn
hafa	sng
í	af
þessum	fakfþ
bekkjum	nkfþ
þá	aa
verðum	sfg1fn
við	fp1fn
að	cn
taka	sng
umræðuna	nveog
aftur	aa
.	pl

Fyrr	aam
ekki	aa
.	pl
»	pg

Fyrir	aa
séð	sþghen
er	sfg3en
að	c
nemendur	nkfn
við	af
skólann	nkeog
verði	svg3fn
einungis	aa
7	ta
næsta	lheove
haust	nheo
og	c
engin	x
10.	ta
bekkur	nken
.	pl

Tvöföldun	nven
Suðurlandsvegar	nkee-s

Framkvæmdastjóri	nken
Samtaka	nhfe-s
sunnlenskra	lhfesf
sveitarfélaga	nhfe
segir	sfg3en
að	c
tvöföldun	nven
Suðurlandsvegarins	nkeegs
kosti	svg3en
7	ta
til	aa
8	ta
milljarða	nkfo
króna	nvfe
samkvæmt	af
bréfi	nheþ
frá	af
Vegagerðinni	nveþgs
.	pl

Vegamálastjóri	nken
segir	sfg3en
tvöföldun	nveo
kosta	sng
um	aa
12	ta
milljarða	nkfo
.	pl

Vegamálastjóri	nken
hefur	sfg3en
látið	sþghen
hafa	sng
eftir	af
sér	fpkeþ
í	af
fjölmiðlum	nkfþ
síðustu	lkfove
daga	nkfo
að	c
kostnaður	nken
við	af
tvöföldun	nveo
Suðurlandsvegarins	nkeegs
frá	af
Reykjavík	nveþ-s
til	af
Selfoss	nkee-s
sé	svg3en
um	aa
12	ta
milljarðar	nkfn
króna	nvfe
.	pl

Þetta	fahen
er	sfg3en
tala	nven
sem	ct
framkvæmdastjóri	nken
Samtaka	nhfe-s
sunnlenskra	lhfesf
sveitarfélaga	nhfe
kannast	sfm3en
ekki	aa
við	aa
enda	c
er	sfg3en
hann	fpken
með	af
bréf	nheo
undir	af
höndum	nvfþ
frá	af
Vegagerðinni	nveþgs
frá	af
því	fpheþ
í	af
júlí	nkeþ
á	af
síðasta	lheþve
ári	nheþ
þar	aa
sem	c
sagt	sþghen
er	sfg3en
að	c
kostnaðurinn	nkeng
sé	svg3en
7	ta
til	aa
8	ta
milljarðar	nkfn
króna	nvfe
verði	svg3en
farin	sþgven
svipuð	lvensf
leið	nven
og	c
á	af
Reykjanesbrautinni	nveþgs
.	pl

Þorvarður	nken-s
Hjaltason	nken-s
,	pk
framkvæmdastjóri	nken
Samtaka	nhfe-s
sunnlenskra	lhfesf
sveitarfélaga	nhfe
:	pa
«	pg
Þessar	favfn
upplýsingar	nvfn
bara	aa
stemma	sfg3fn
hreinlega	aa
ekki	aa
við	af
það	faheo
sem	ct
að	c
hann	fpken
er	sfg3en
að	cn
halda	sng
fram	aa
núna	aa
og	c
þetta	fahen
er	sfg3en
í	af
fyrsta	lheove
sinn	nheo
sem	c
þessar	favfn
tölur	nvfn
heyrast	sfm3fn
.	pl

Og	c
maður	nken
veltir	sfg3en
því	fpheþ
fyrir	af
sér	fpkeþ
hvers	fshee
vegna	af
?	pl

Er	sfg3en
verið	sþghen
að	cn
reyna	sng
að	cn
drepa	sng
málinu	nheþg
á	af
dreif	nveo
eða	c
reyna	sng
að	cn
koma	sng
í	af
veg	nkeo
fyrir	af
það	fpheo
að	c
farið	sþghen
verði	svg3en
í	af
þessar	favfo
bráðnauðsynlegu	lvfovf
framkvæmdir	nvfo
.	pl
»	pg

Magnús	nken-s
Hlynur	nken-s
Hreiðarsson	nken-s
:	pa
«	pg
Þarna	aa
munar	sfg3en
4	ta
til	aa
5	ta
milljörðum	nkfþ
,	pk
hvernig	aa
stendur	sfg3en
á	af
þessu	faheþ
?	pl
»	pg

Þorvarður	nken-s
Hjaltason	nken-s
:	pa
«	pg
Ja	au
,	pk
ég	fp1en
hef	sfg1en
enga	foveo
skýringu	nveo
á	af
því	fpheþ
.	pl

Það	fphen
þarf	sfg3en
að	cn
spyrja	sng
vegamálastjóra	nkeo
að	af
því	fpheþ
.	pl

Ég	fp1en
er	sfg1en
hér	aa
með	af
bréf	nheo
frá	af
Vegagerðinni	nveþgs
sem	ct
að	c
segir	sfg3en
bara	aa
allt	fohen
aðra	fokfo
hluti	nkfo
og	c
þetta	fahen
er	sfg3en
nákvæmlega	aa
sundurliðað	sþghen
í	af
þessu	faheþ
bréfi	nheþ
þannig	aa
að	c
hann	fpken
verður	sfg3en
bara	aa
að	cn
skýra	sng
sitt	feheo
mál	nheo
.	pl

Það	fphen
stemmir	sfg3en
ekki	aa
við	af
fyrri	lvfovm
upplýsingar	nvfo
frá	af
Vegagerðinni	nveþgs
.	pl

Nema	c
það	fphen
hafi	svg3en
verið	sþghen
50%	tp
verðbólga	nven
hjá	af
Vegagerðinni	nveþgs
á	af
síðasta	lheþve
ári	nheþ
.	pl
»	pg

Þorvarður	nken-s
segir	sfg3en
mjög	aa
slæmt	lheosf
að	cn
fá	sng
svona	aa
háar	lvfosf
tölur	nvfo
fram	aa
frá	af
vegamálastjóra	nkeþ
,	pk
það	fphen
geri	svg3en
málið	nheog
miklu	lheþsf
erfiðara	lheovm
.	pl

Þorvarður	nken-s
Hjaltason	nken-s
:	pa
«	pg
Nú	aa
virðist	sfm3en
vera	sng
pólitísk	lvensf
samstaða	nven
um	af
þetta	faheo
mál	nheo
og	c
þá	aa
er	sfg3en
mjög	aa
slæmt	lhensf
að	c
embættismaður	nken
ríkisins	nheeg
komi	svg3en
með	af
upplýsingar	nvfo
sem	ct
að	aa
eru	sfg3fn
ekki	aa
í	af
raun	nveþ
og	c
veru	nveþ
til	af
neins	fohee
annars	fohee
en	c
að	cn
hérna	aa
hægja	sng
á	af
þessu	faheþ
máli	nheþ
.	pl
»	pg

Mótmæli	nhfn

Hópur	nken
manna	nkfe
mótmælti	sfg3eþ
því	faheþ
sem	ct
hann	fpken
kallar	sfg3en
ofbeldi	nheo
af	af
hálfu	nveþ
lögreglunnar	nveeg
í	af
kvöld	nheo
.	pl

Engin	fohfn
skipulögð	lhfnsf
samtök	nhfn
stóðu	sfg3fþ
að	af
mótmælunum	nhfþg
en	c
þau	fphfn
fóru	sfg3fþ
friðsamlega	aa
fram	aa
.	pl

Það	fphen
voru	sfg3fþ
líklega	aa
um	aa
100	ta
manns	nkee
sem	ct
mættu	sfg3fþ
fyrir	af
utan	aa
lögreglustöðina	nveog
hér	aa
við	af
Hverfisgötu	nveo-s
í	af
kvöld	nheo
til	af
að	cn
mótmæla	sng
því	faheþ
sem	ct
hópurinn	nkeng
kallar	sfg3en
ofbeldi	nheo
af	af
hálfu	nveþ
lögreglunnar	nveeg
.	pl

Hér	aa
er	sfg3en
enginn	foken
eftir	aa
,	pk
bara	aa
kertin	nhfng
sem	ct
að	c
hópurinn	nkeng
raðaði	sfg3eþ
upp	aa
.	pl

Hópurinn	nkeng
var	sfg3eþ
fyrir	af
framan	aa
lögreglustöðina	nveog
í	af
rúman	lkeosf
hálftíma	nkeo
og	c
fylgdist	sfm3eþ
lögreglan	nveng
með	aa
úr	af
fjarska	nkeþ
án	af
